timestamp,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,speedAccuracy,course,courseAccuracy,floor
2025-01-15T10:01:44.000Z,12.917984,77.493541,919.21,7.61,2.05,10.6,0.84,242.17,9.83,-1
2025-01-15T10:01:45.000Z,12.917938,77.493451,919.42,9.59,5.85,11.05,0.59,242.34,9.64,-1
2025-01-15T10:01:46.000Z,12.917894,77.493368,919.24,5.26,2.77,10.19,0.46,241.25,10.9,-1
2025-01-15T10:01:47.000Z,12.917847,77.493287,918.89,3.16,5.78,10.22,0.92,239.51,8.35,-1
2025-01-15T10:01:48.000Z,12.917821,77.493246,918.92,8.33,4.36,5.29,0.55,237.59,9.42,-1
2025-01-15T10:01:49.000Z,12.917795,77.493205,919.23,7.89,4.21,5.34,0.69,236.6,10.31,-1
2025-01-15T10:01:50.000Z,12.917771,77.493167,918.9,3.96,2.52,4.91,0.48,237.37,10.39,-1
2025-01-15T10:01:51.000Z,12.91775,77.493134,918.89,5.45,2.87,4.27,0.32,236.04,13.95,-1
2025-01-15T10:01:52.000Z,12.917729,77.493102,918.47,5.52,2.72,4.21,0.57,236.27,7.26,-1
2025-01-15T10:01:53.000Z,12.91771,77.493074,918.24,6.86,4.52,3.74,0.84,235.36,8.76,-1
2025-01-15T10:01:54.000Z,12.917694,77.493051,918.36,4.04,3.4,3.0,0.42,233.77,13.8,-1
2025-01-15T10:01:55.000Z,12.917622,77.492945,918.29,5.75,4.76,14.06,0.94,235.35,12.18,-1
2025-01-15T10:01:56.000Z,12.917549,77.492837,918.49,8.55,5.46,14.24,0.69,235.3,13.74,-1
2025-01-15T10:01:57.000Z,12.917474,77.49272,918.37,6.68,4.01,15.14,0.36,236.5,7.43,-1
2025-01-15T10:01:58.000Z,12.917403,77.492614,918.71,4.75,3.69,14.05,0.37,235.5,13.71,-1
2025-01-15T10:01:59.000Z,12.917322,77.492502,918.8,8.77,3.71,15.04,0.41,233.52,10.82,-1
2025-01-15T10:02:00.000Z,12.917239,77.492382,919.21,6.79,4.84,15.98,0.47,234.53,13.49,-1
2025-01-15T10:02:01.000Z,12.917161,77.492268,919.5,3.04,2.92,15.13,0.97,235.06,7.54,-1
2025-01-15T10:02:02.000Z,12.917077,77.492148,919.69,5.78,4.52,16.05,0.88,234.09,9.44,-1
2025-01-15T10:02:03.000Z,12.916999,77.492032,919.84,5.99,3.11,15.25,0.47,235.74,14.13,-1
2025-01-15T10:02:04.000Z,12.916919,77.491918,919.84,7.7,2.4,15.28,0.68,234.07,13.45,-1
2025-01-15T10:02:05.000Z,12.916836,77.491805,919.36,3.15,2.4,15.37,0.39,233.1,9.06,-1
2025-01-15T10:02:06.000Z,12.916756,77.491699,919.38,6.03,2.09,14.49,1.0,232.06,8.46,-1
2025-01-15T10:02:07.000Z,12.916671,77.491589,919.51,6.01,3.56,15.3,0.74,231.75,11.62,-1
2025-01-15T10:02:08.000Z,12.916578,77.491476,919.25,4.62,3.39,16.06,0.46,229.87,5.39,-1
2025-01-15T10:02:09.000Z,12.916483,77.491357,919.59,3.62,4.85,16.69,0.73,230.49,11.05,-1
2025-01-15T10:02:10.000Z,12.916381,77.491235,919.36,6.39,5.38,17.38,0.9,229.56,11.44,-1
2025-01-15T10:02:11.000Z,12.916419,77.491072,919.22,6.16,5.5,18.15,0.53,283.56,13.39,-1
2025-01-15T10:02:12.000Z,12.916465,77.490903,918.77,6.27,4.89,19.03,0.49,285.38,14.38,-1
2025-01-15T10:02:13.000Z,12.916509,77.490734,918.49,7.36,2.7,18.97,0.89,285.14,9.21,-1
2025-01-15T10:02:14.000Z,12.916554,77.490564,918.65,6.55,5.48,19.19,0.31,285.02,8.89,-1
2025-01-15T10:02:15.000Z,12.916596,77.490391,918.63,9.93,4.03,19.32,0.47,283.92,7.34,-1
2025-01-15T10:02:16.000Z,12.916644,77.490213,918.21,6.32,2.08,20.02,0.88,285.46,13.56,-1
2025-01-15T10:02:17.000Z,12.91669,77.490025,918.15,4.34,2.82,21.0,0.79,284.11,11.24,-1
2025-01-15T10:02:18.000Z,12.916738,77.489831,918.61,8.05,3.44,21.79,0.47,284.21,12.08,-1
2025-01-15T10:02:19.000Z,12.916786,77.489641,918.84,4.41,4.01,21.21,0.96,284.6,9.9,-1
2025-01-15T10:02:20.000Z,12.916837,77.489453,918.54,4.54,4.31,21.25,0.63,285.72,6.58,-1
2025-01-15T10:02:21.000Z,12.916887,77.489261,918.49,4.54,2.79,21.53,0.58,284.77,6.12,-1
2025-01-15T10:02:22.000Z,12.916931,77.489072,918.07,8.63,2.71,21.08,0.32,283.44,10.77,-1
2025-01-15T10:02:23.000Z,12.916976,77.488875,918.17,7.58,5.95,21.9,0.4,283.14,8.56,-1
2025-01-15T10:02:24.000Z,12.917024,77.488689,918.6,9.74,2.51,20.91,0.65,284.79,10.57,-1
2025-01-15T10:02:25.000Z,12.917066,77.488506,919.05,3.93,2.92,20.44,0.37,283.49,5.87,-1
2025-01-15T10:02:26.000Z,12.917104,77.488319,919.53,6.05,4.41,20.69,0.93,281.77,14.87,-1
2025-01-15T10:02:27.000Z,12.917136,77.488136,919.8,7.53,3.7,20.16,0.82,279.98,11.34,-1
2025-01-15T10:02:28.000Z,12.917168,77.487959,919.38,9.65,4.47,19.62,0.33,280.73,10.67,-1
2025-01-15T10:02:29.000Z,12.917198,77.487789,918.9,3.25,2.05,18.71,0.46,280.09,12.61,-1
2025-01-15T10:02:30.000Z,12.917336,77.487701,918.62,8.56,2.56,18.12,0.58,328.36,12.86,-1
2025-01-15T10:02:31.000Z,12.917481,77.487613,918.97,5.86,3.63,18.76,0.74,329.37,5.78,-1
2025-01-15T10:02:32.000Z,12.917636,77.487524,918.62,9.94,4.93,19.73,0.43,330.6,9.6,-1
2025-01-15T10:02:33.000Z,12.917787,77.487435,918.24,4.81,3.59,19.43,0.83,330.11,8.59,-1
2025-01-15T10:02:34.000Z,12.917933,77.487342,918.2,6.17,2.7,19.07,0.37,328.26,14.07,-1
2025-01-15T10:02:35.000Z,12.918076,77.487249,918.55,8.37,5.89,18.87,0.67,327.75,14.47,-1
2025-01-15T10:02:36.000Z,12.918224,77.487151,918.48,7.23,2.51,19.62,0.33,327.07,9.58,-1
2025-01-15T10:02:37.000Z,12.918372,77.487052,918.74,8.15,2.59,19.59,1.0,326.9,14.32,-1
2025-01-15T10:02:38.000Z,12.918515,77.486957,918.72,8.76,2.38,18.96,0.46,327.0,9.74,-1
2025-01-15T10:02:39.000Z,12.918657,77.486865,918.52,5.34,2.24,18.73,0.64,327.52,11.24,-1
2025-01-15T10:02:40.000Z,12.918657,77.486865,918.08,4.7,5.59,0.43,0.37,327.98,6.98,-1
2025-01-15T10:02:41.000Z,12.918657,77.486865,917.74,5.3,4.81,0,0.97,246.75,14.27,-1
2025-01-15T10:02:42.000Z,12.918654,77.486859,917.74,7.62,2.83,0.64,0.55,244.81,8.6,-1
2025-01-15T10:02:43.000Z,12.918651,77.486851,917.52,6.45,4.65,0.95,0.3,246.03,13.26,-1
2025-01-15T10:02:44.000Z,12.918645,77.486838,917.78,3.49,2.22,1.53,0.64,245.05,6.05,-1
2025-01-15T10:02:45.000Z,12.91864,77.486828,917.51,9.38,3.51,1.29,0.35,245.81,6.05,-1
2025-01-15T10:02:46.000Z,12.918621,77.486824,917.92,4.35,2.63,2.15,0.93,190.66,14.51,-1
2025-01-15T10:02:47.000Z,12.918596,77.48682,917.92,3.86,4.67,2.88,0.32,189.71,12.94,-1
2025-01-15T10:02:48.000Z,12.918569,77.486816,918.07,5.87,4.83,2.95,0.66,187.9,14.09,-1
2025-01-15T10:02:49.000Z,12.918542,77.486812,917.82,6.17,3.79,3.02,0.55,186.76,6.1,-1
2025-01-15T10:02:50.000Z,12.918523,77.48681,918.17,8.47,3.22,2.19,0.93,187.89,7.94,-1
2025-01-15T10:02:51.000Z,12.918523,77.48681,918.46,9.94,3.6,0.21,0.79,188.23,5.94,-1
2025-01-15T10:02:52.000Z,12.918523,77.48681,918.84,4.48,3.49,0.49,0.31,186.5,6.56,-1
2025-01-15T10:02:53.000Z,12.918523,77.48681,919.04,4.67,5.24,0,0.48,187.15,5.31,-1
2025-01-15T10:02:54.000Z,12.918523,77.48681,918.62,6.22,3.52,0,0.4,185.49,12.81,-1
2025-01-15T10:02:55.000Z,12.918429,77.486798,918.35,4.95,6.0,10.51,0.52,186.79,8.36,-1
2025-01-15T10:02:56.000Z,12.918344,77.486789,918.85,3.68,5.58,9.56,0.42,186.32,10.68,-1
2025-01-15T10:02:57.000Z,12.91826,77.486782,918.86,6.19,4.92,9.3,0.66,184.67,5.55,-1
2025-01-15T10:02:58.000Z,12.918186,77.486773,918.42,8.22,5.94,8.34,0.32,186.11,13.13,-1
2025-01-15T10:02:59.000Z,12.918129,77.486766,918.54,7.69,5.81,6.42,0.33,186.73,9.06,-1
2025-01-15T10:03:00.000Z,12.91807,77.486761,918.43,5.41,4.52,6.53,0.53,184.9,11.13,-1
2025-01-15T10:03:01.000Z,12.918013,77.486757,917.94,5.84,3.9,6.36,0.75,184.19,13.17,-1
2025-01-15T10:03:02.000Z,12.917965,77.486755,918.11,7.85,2.12,5.37,0.76,182.23,11.75,-1
2025-01-15T10:03:03.000Z,12.917909,77.486754,917.73,7.64,4.16,6.23,0.58,180.95,10.74,-1
2025-01-15T10:03:04.000Z,12.917856,77.486754,918.04,8.35,5.54,5.93,0.77,180.66,14.94,-1
2025-01-15T10:03:05.000Z,12.917802,77.486752,917.72,9.32,2.31,6.03,0.89,181.31,8.41,-1
2025-01-15T10:03:06.000Z,12.917752,77.486751,917.83,3.09,5.5,5.51,0.79,181.72,7.9,-1
2025-01-15T10:03:07.000Z,12.917701,77.486751,917.95,3.23,5.61,5.67,0.78,180.23,7.22,-1
2025-01-15T10:03:08.000Z,12.917656,77.486752,917.66,8.03,2.22,5.0,0.5,178.33,7.54,-1
2025-01-15T10:03:09.000Z,12.917616,77.486754,917.53,3.38,5.92,4.45,0.52,176.5,12.07,-1
2025-01-15T10:03:10.000Z,12.917573,77.486756,917.21,6.25,3.37,4.89,0.65,178.22,6.8,-1
2025-01-15T10:03:11.000Z,12.917406,77.486756,917.14,7.55,4.51,18.58,0.56,179.83,10.72,-1
2025-01-15T10:03:12.000Z,12.917236,77.486761,917.43,6.01,2.17,18.94,0.44,178.43,6.13,-1
2025-01-15T10:03:13.000Z,12.917219,77.486761,917.25,4.25,3.51,1.81,0.81,180.01,8.05,-1
2025-01-15T10:03:14.000Z,12.917201,77.486761,917.5,5.79,3.5,1.99,0.74,179.32,7.89,-1
2025-01-15T10:03:15.000Z,12.917181,77.486744,917.33,8.36,2.15,2.92,0.77,220.18,9.15,-1
2025-01-15T10:03:16.000Z,12.917159,77.486725,917.2,4.32,3.76,3.23,0.52,218.92,10.73,-1
2025-01-15T10:03:17.000Z,12.917119,77.486691,917.24,8.45,2.98,5.8,0.65,219.63,10.17,-1
2025-01-15T10:03:18.000Z,12.917034,77.486617,917.61,4.62,4.61,12.4,0.68,220.32,13.05,-1
2025-01-15T10:03:19.000Z,12.916945,77.486539,917.19,5.07,2.48,12.99,0.99,220.68,10.19,-1
2025-01-15T10:03:20.000Z,12.916862,77.486463,917.44,9.61,2.69,12.4,0.73,221.81,8.18,-1
2025-01-15T10:03:21.000Z,12.916785,77.486389,917.3,9.53,2.53,11.73,0.5,223.21,14.82,-1
2025-01-15T10:03:22.000Z,12.916708,77.48631,917.58,8.46,4.8,12.11,0.84,224.91,14.61,-1
2025-01-15T10:03:23.000Z,12.916634,77.486233,917.5,8.42,3.63,11.77,0.58,225.14,12.94,-1
2025-01-15T10:03:24.000Z,12.916559,77.486158,917.62,4.37,3.04,11.66,0.8,224.49,11.17,-1
2025-01-15T10:03:25.000Z,12.91648,77.486083,917.66,7.46,3.72,11.92,0.76,222.7,8.68,-1
2025-01-15T10:03:26.000Z,12.916402,77.486008,917.94,5.03,3.38,11.97,0.31,222.9,14.13,-1
2025-01-15T10:03:27.000Z,12.91633,77.485936,918.41,5.84,4.72,11.18,0.31,224.69,13.66,-1
2025-01-15T10:03:28.000Z,12.916255,77.485861,918.16,4.86,3.97,11.68,0.89,223.99,11.69,-1
2025-01-15T10:03:29.000Z,12.916182,77.485784,917.97,4.33,3.26,11.6,0.49,225.9,13.69,-1
2025-01-15T10:03:30.000Z,12.916115,77.485715,918.32,5.86,2.91,10.63,0.35,225.27,13.04,-1
2025-01-15T10:03:31.000Z,12.916054,77.485651,918.74,5.93,3.48,9.65,0.78,225.49,12.06,-1
2025-01-15T10:03:32.000Z,12.915988,77.485585,918.35,7.41,2.27,10.34,0.75,224.28,5.22,-1
2025-01-15T10:03:33.000Z,12.915926,77.485523,918.71,8.37,2.71,9.57,0.34,224.07,8.9,-1
2025-01-15T10:03:34.000Z,12.915863,77.485462,918.39,5.0,2.23,9.68,0.91,223.43,14.51,-1
2025-01-15T10:03:35.000Z,12.915804,77.485403,917.96,9.62,3.55,9.23,0.93,224.31,7.65,-1
2025-01-15T10:03:36.000Z,12.915757,77.485353,917.87,5.01,3.35,7.46,0.67,226.26,11.65,-1
2025-01-15T10:03:37.000Z,12.915711,77.4853,918.35,8.41,2.66,7.72,0.58,227.76,14.11,-1
2025-01-15T10:03:38.000Z,12.915662,77.485248,918.76,3.36,2.14,7.83,0.5,226.31,13.78,-1
2025-01-15T10:03:39.000Z,12.915619,77.485199,919.06,7.62,2.59,7.12,0.68,227.9,9.05,-1
2025-01-15T10:03:40.000Z,12.915571,77.485144,919.13,8.05,4.67,8.01,0.6,228.52,5.45,-1
2025-01-15T10:03:41.000Z,12.915521,77.485085,918.63,6.8,2.7,8.52,0.65,228.9,7.68,-1
2025-01-15T10:03:42.000Z,12.915474,77.485029,918.75,5.3,4.55,7.99,0.7,229.21,11.41,-1
2025-01-15T10:03:43.000Z,12.915427,77.48497,918.42,9.36,3.0,8.26,0.53,230.71,7.8,-1
2025-01-15T10:03:44.000Z,12.915478,77.484922,918.27,9.53,5.8,7.72,0.94,317.25,8.21,-1
2025-01-15T10:03:45.000Z,12.915522,77.484878,918.51,5.17,3.74,6.88,0.72,315.77,6.76,-1
2025-01-15T10:03:46.000Z,12.915561,77.484838,918.63,8.55,2.86,6.02,0.99,314.82,10.28,-1
2025-01-15T10:03:47.000Z,12.915595,77.484801,918.75,5.1,5.67,5.52,0.48,313.47,14.62,-1
2025-01-15T10:03:48.000Z,12.915625,77.484771,918.6,7.5,4.83,4.69,0.91,315.25,13.5,-1
2025-01-15T10:03:49.000Z,12.915651,77.484742,918.9,5.06,3.18,4.34,0.69,313.33,6.63,-1
2025-01-15T10:03:50.000Z,12.915682,77.484707,919.37,9.33,3.32,5.12,0.63,312.4,5.64,-1
2025-01-15T10:03:51.000Z,12.915714,77.484672,919.79,9.91,3.55,5.14,0.84,312.8,6.22,-1
2025-01-15T10:03:52.000Z,12.91576,77.484672,919.37,3.79,4.31,5.16,0.69,359.12,6.22,-1
2025-01-15T10:03:53.000Z,12.915824,77.484671,918.92,9.54,4.32,7.09,0.33,359.58,5.67,-1
2025-01-15T10:03:54.000Z,12.915885,77.48467,918.58,4.17,3.34,6.78,0.96,358.93,7.99,-1
2025-01-15T10:03:55.000Z,12.91595,77.484668,918.21,5.28,3.05,7.29,0.89,358.5,8.67,-1
2025-01-15T10:03:56.000Z,12.91595,77.484668,918.63,4.74,3.24,0.23,0.55,357.0,14.19,-1
2025-01-15T10:03:57.000Z,12.91595,77.484668,918.33,6.85,2.33,0.03,0.58,355.46,11.09,-1
2025-01-15T10:03:58.000Z,12.915957,77.484668,918.51,5.4,5.95,0.81,0.62,357.31,12.25,-1
